# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,4.5,5.0,0.0030197141876288636,0,0.5,0.0087966662958088,180.0,0.0,0.0
 0.2174543668237416,4.51182160039626,5.000000623045096,0.0030197141876288636,0.1087271834118708,0.5,0.0087966662958088,180.0,0.06605408420957942,0.0
 0.3078408887546937,4.523691503034784,5.000002485516804,0.008990113118666968,0.15392044437734684,0.5,0.008620257249676685,180.0,0.0844418323508309,0.0
 0.37740866700689724,4.5356093249193705,5.000005577419746,0.014864543786859322,0.18870433350344865,0.5000000000000004,0.008448050442151276,180.0,0.09826265091408513,0.0
 0.43623243526432903,4.547574683053824,5.000009888758545,0.020644723192590385,0.21811621763216454,0.5,0.008279912856477301,180.0,0.10942459615013496,0.0
 0.488209778889828,4.55958719444194,5.000015409537828,0.026332323027767404,0.24410488944491404,0.5,0.00811571663077092,180.0,0.1187556505270537,0.0
 0.5353372042702573,4.571646476087525,5.0000221297622165,0.031928971086485465,0.2676686021351287,0.5000000000000006,0.007955338073862523,180.0,0.1267146426407463,0.0
 0.5787992814779931,4.583752144994377,5.000030039436337,0.03743625266828823,0.2893996407389966,0.5,0.007798660631449963,180.0,0.13359087703022177,-7.006014744059583e-13
 0.6193668658589749,4.595903818166296,5.0000391285648105,0.04285571184474112,0.3096834329294875,0.5,0.007645567955623608,179.99999999999997,0.139582328475291,7.438709049661996e-13
 0.6575747178406242,4.608101112607084,5.000049387152264,0.048188852790378975,0.32878735892031213,0.5,0.007495950829802872,180.0,0.14483241240555964,0.0
 0.6938116903708043,4.620343645320542,5.0000608052033195,0.05343714094019896,0.34690584518540213,0.49999999999999845,0.007349703206942462,180.0,0.1494494813279824,0.0
 0.7283709490108539,4.63263103331047,5.000073372722603,0.058602004219033964,0.36418547450542693,0.5,0.007206724242414712,180.0,0.15351807920946178,0.0
 0.7614799478086682,4.6449628935806695,5.000087079714738,0.0636848341190228,0.3807399739043342,0.5000000000000017,0.00706691315259712,180.0,0.15710588079484258,0.0
 0.7933193207681979,4.65733884313494,5.000101916184348,0.0686869868517852,0.396659660384099,0.5,0.0069301764161332794,180.0,0.16026818488291514,-9.253063511201073e-13
 0.8240353202812227,4.669758498977084,5.000117872136058,0.07360978434060221,0.4120176601406114,0.5,0.006796420527919847,179.99999999999997,0.16305095499321062,9.565416409716888e-13
 0.8537483073724405,4.682221478110901,5.000134937574491,0.07845451526152619,0.4268741536862203,0.5,0.00666555827458257,180.0,0.16549294237132184,0.0
 0.8825587248607342,4.694727397540193,5.000153102504271,0.0832224360226101,0.44127936243036714,0.5,0.006537504564732693,180.0,0.16762721365676686,0.0
 0.9105514092186946,4.70727587426876,5.000172356930024,0.08791477170430838,0.45527570460934735,0.5,0.006412175303506159,180.0,0.16948227559699705,0.0
 0.9377987729973523,4.719866525300402,5.000192690856372,0.09253271692153447,0.4688993864986762,0.5,0.006289491710412171,180.0,0.17108292792296723,1.0699161694778222e-12
 0.9643631994834716,4.7324989676389215,5.000214094287942,0.09707743678337419,0.48218159974173586,0.5,0.006169376004802243,180.00000000000003,0.17245090738646662,-1.0958538136534581e-12
 0.9902988754616836,4.745172818288117,5.0002365572293535,0.10155006763949823,0.49514943773084186,0.5,0.00605175357633002,180.0,0.17360540247679976,0.0
 1.0156532152039708,4.757887694251792,5.000260069685235,0.10595171799499152,0.5078266076019855,0.5000000000000022,0.005936554154648183,180.0,0.17456344678759186,0.0
 1.0404679818224891,4.770643212533746,5.000284621660208,0.11028346918714975,0.5202339909112448,0.5000000000000044,0.005823706195945878,180.0,0.17534024880160312,0.0
 1.0647801810230968,4.783438990137779,5.0003102031588975,0.11454637624389843,0.5323900905115487,0.5000000000000046,0.005713143638156465,180.0,0.1759494465393121,-1.192055780359833e-12
 1.0886227812593245,4.796274644067694,5.000336804185928,0.11874146855952078,0.5443113906296626,0.5,0.0056048002429262235,179.99999999999997,0.1764033230612057,1.2144722549169856e-12
 1.1120252997732998,4.80914979132729,5.000364414745923,0.12286975059338741,0.5560126498866501,0.4999999999999953,0.005498614196555428,180.0,0.17671298577844347,1.236318637395363e-12
 1.1350142838189354,4.8220640489203666,5.000393024843508,0.12693220260410468,0.5675071419094679,0.5,0.0053945234823652,180.00000000000003,0.17688850918911844,0.0
 1.157613709090425,4.835017033850728,5.0004226244833045,0.13092978124890936,0.5788068545452127,0.5,0.005292471784522462,180.00000000000003,0.17693906334002554,-2.556874499914863e-12
 1.179845312113061,4.8480083631221715,5.000453203669938,0.13486342026428186,0.5899226560565307,0.5,0.005192398984795894,179.99999999999997,0.1768730163077608,1.2987700739198285e-12
 1.2017288694887127,4.861037653738501,5.000484752408033,0.13873403106485732,0.6008644347443566,0.5,0.005094249462596806,180.0,0.17669802434324786,0.0
 1.2232824340165145,4.874104522703515,5.000517260702214,0.1425425033344746,0.6116412170082576,0.5000000000000051,0.004997973488821184,180.0,0.17642110872075176,0.0
 1.2445225355513383,4.887208587021016,5.000550718557104,0.14628970559658955,0.6222612677756695,0.5,0.004903516188055051,180.0,0.1760487230515574,0.0
 1.26546435282335,4.900349463694803,5.0005851159773265,0.14997648578570627,0.6327321764116753,0.5,0.004810827311735935,180.0,0.1755868104898779,0.0
 1.2861218611849219,4.913526769728677,5.000620442967508,0.15360367179158266,0.6430609305924614,0.5000000000000053,0.004719858856183209,180.0,0.17504085115887438,0.0
